id,name,price,stock,link,category
417,SparkFun GNSS Flex pHAT - LG290P & IM19 IMU,$399.95,In stock,https://www.sparkfun.com/sparkfun-gnss-flex-phat-lg290p-im19-imu.html,Development Boards
418,SparkFun GNSS Flex pHAT - ZED-X20P,$299.95,In stock,https://www.sparkfun.com/sparkfun-gnss-flex-phat-zed-x20p.html,Development Boards
419,SparkFun GNSS Flex pHAT - ZED-X20P & IM19 IMU,$599.95,In stock,https://www.sparkfun.com/sparkfun-gnss-flex-phat-zed-x20p-im19-imu.html,Development Boards
420,Raspberry Pi Touch Display 2 (5” Portrait),$64.00,In stock,https://www.sparkfun.com/raspberry-pi-touch-display-2-5-portrait.html,Development Boards
421,Raspberry Pi Hat Hardware Kit,$9.95,In stock,https://www.sparkfun.com/raspberry-pi-hat-hardware-kit.html,Development Boards
422,Raspberry Pi Compute Module 5 IO Case,$40.00,Backorder,https://www.sparkfun.com/raspberry-pi-compute-module-5-io-case.html,Development Boards
423,Raspberry Pi Compute Module 5 Passive Cooler,$15.00,In stock,https://www.sparkfun.com/raspberry-pi-compute-module-5-passive-cooler.html,Development Boards
424,Raspberry Pi 4 Compute Module Antenna Kit,$15.00,Backorder,https://www.sparkfun.com/raspberry-pi-4-compute-module-antenna-kit.html,Development Boards
425,Raspberry Pi 5 Desktop Kit (No board),$75.00,In stock,https://www.sparkfun.com/raspberry-pi-5-desktop-kit-no-board.html,Development Boards
426,Raspberry Pi RP2350A Microcontroller IC,$1.20,In stock,https://www.sparkfun.com/raspberry-pi-rp2350-microcontroller.html,Development Boards
427,Raspberry Pi 4 Official Case (Red/White),$7.75,In stock,https://www.sparkfun.com/raspberry-pi-4-official-case-red-white.html,Development Boards
428,Raspberry Pi Monitor - Red/White,$110.00,Out of stock,https://www.sparkfun.com/raspberry-pi-monitor-red-white.html,Development Boards
429,Raspberry Pi Monitor - Black,$110.00,Out of stock,https://www.sparkfun.com/raspberry-pi-monitor-black.html,Development Boards
430,Raspberry Pi Global Shutter Camera,$63.75,In stock,https://www.sparkfun.com/raspberry-pi-global-shutter-camera.html,Development Boards
431,Raspberry Pi Camera Module 3 NoIR,$32.95,In stock,https://www.sparkfun.com/raspberry-pi-camera-module-3-noir.html,Development Boards
432,Raspberry Pi Camera Module 3 NoIR - Wide Angle,$45.05,In stock,https://www.sparkfun.com/raspberry-pi-camera-module-3-noir-wide-angle.html,Development Boards
433,M12 Mount 12 MP 8mm Lens,$49.95,In stock,https://www.sparkfun.com/m12-mount-12-mp-8mm-lens.html,Development Boards
434,M12 Mount 5 MP 25mm Lens,$27.50,In stock,https://www.sparkfun.com/m12-mount-5-mp-25mm-lens.html,Development Boards
435,Raspberry Pi 5 Camera Cable - 500mm,$8.00,In stock,https://www.sparkfun.com/raspberry-pi-5-camera-cable-500mm.html,Development Boards
436,Raspberry Pi 5 Camera Cable - 300mm,$6.00,In stock,https://www.sparkfun.com/raspberry-pi-5-camera-cable-300mm.html,Development Boards
437,Raspberry Pi 5 Display Cable - 200mm,$2.50,In stock,https://www.sparkfun.com/raspberry-pi-5-display-cable-200mm.html,Development Boards
438,Raspberry Pi 5 Camera Cable - 200mm,$2.50,In stock,https://www.sparkfun.com/raspberry-pi-5-camera-cable-200mm.html,Development Boards
439,Raspberry Pi 5 Case - Black/Grey,$12.05,In stock,https://www.sparkfun.com/raspberry-pi-5-case-black-grey.html,Development Boards
440,Raspberry Pi 5 Case - Red/White,$12.05,In stock,https://www.sparkfun.com/raspberry-pi-5-case-red-white.html,Development Boards
441,Raspberry Pi SSD Kit for Raspberry Pi - 256GB,$62.00,Out of stock,https://www.sparkfun.com/raspberry-pi-ssd-kit-for-raspberry-pi-256gb.html,Development Boards
442,Raspberry Pi AI Camera,$90.15,In stock,https://www.sparkfun.com/raspberry-pi-ai-camera.html,Development Boards
443,Raspberry Pi RP2040 Microcontroller IC,$1.00,In stock,https://www.sparkfun.com/raspberry-pi-rp2040-microcontroller-ic.html,Development Boards
444,ATMEGA2560-16AUR Microcontroller,$17.95,In stock,https://www.sparkfun.com/atmega2560-16aur.html,Development Boards
445,SparkFun Inventor's Kit Lab Pack - v4.1.2,$989.95,In stock,https://www.sparkfun.com/sparkfun-inventor-s-kit-lab-pack-v4-1-2.html,Development Boards
446,SparkFun Arduino IoT Weather Station,$129.95,In stock,https://www.sparkfun.com/sparkfun-arduino-iot-weather-station.html,Development Boards
447,Raspberry Pi Camera Module 3 - Wide Angle,$45.05,Out of stock,https://www.sparkfun.com/raspberry-pi-camera-module-3-wide-angle.html,Development Boards
448,Raspberry Pi Camera Module 3,$32.95,In stock,https://www.sparkfun.com/raspberry-pi-camera-module-3.html,Development Boards
449,Raspberry Pi Pico 2 W,$7.70,In stock,https://www.sparkfun.com/raspberry-pi-pico-2-w.html,Development Boards
450,MPLAB PICkit 4 In-Circuit Debugger,$124.95,In stock,https://www.sparkfun.com/mplab-pickit-4-in-circuit-debugger.html,Development Boards
451,Raspberry Pi 400 Personal Computer (Unit Only),$77.00,In stock,https://www.sparkfun.com/raspberry-pi-400-personal-computer-unit-only.html,Development Boards
452,Raspberry Pi 400 Personal Computer Kit,$110.00,In stock,https://www.sparkfun.com/raspberry-pi-400-personal-computer-kit.html,Development Boards
453,Raspberry Pi 4 Case Fan,$5.80,In stock,https://www.sparkfun.com/raspberry-pi-4-case-fan.html,Development Boards
454,Raspberry Pi Camera Module - Pi NoIR V2,$46.45,Out of stock,https://www.sparkfun.com/raspberry-pi-camera-module-pi-noir-v2.html,Development Boards
455,SparkFun MicroMod RP2040 Processor,$13.95,Discontinued,https://www.sparkfun.com/sparkfun-micromod-rp2040-processor.html,Development Boards
456,SparkFun Pi Wedge,$13.50,In stock,https://www.sparkfun.com/sparkfun-pi-wedge.html,Development Boards
457,"Pimoroni Pico Display Pack 2.8""",$24.95,In stock,https://www.sparkfun.com/pimoroni-pico-display-pack-2-8.html,Development Boards
458,Raspberry Pi Micro USB to USB-C Adapter - Black,$1.75,In stock,https://www.sparkfun.com/raspberry-pi-micro-usb-to-usb-c-adapter-black.html,Development Boards
459,Raspberry Pi 45W USB-C Power Supply,$20.15,In stock,https://www.sparkfun.com/raspberry-pi-45w-usb-c-power-supply.html,Development Boards
460,Raspberry Pi Pico Debug Cable,$3.75,In stock,https://www.sparkfun.com/raspberry-pi-pico-debug-cable.html,Development Boards
461,SparkFun Noobs Card for Raspberry Pi (16GB),$19.95,Discontinued,https://www.sparkfun.com/sparkfun-noobs-card-for-raspberry-pi-16gb.html,Development Boards
462,Raspberry Pi SSD Kit for Raspberry Pi - 512GB,$85.25,In stock,https://www.sparkfun.com/raspberry-pi-ssd-kit-for-raspberry-pi-512gb.html,Development Boards
463,Raspberry Pi AI HAT+ (13 TOPS),$84.00,In stock,https://www.sparkfun.com/raspberry-pi-ai-hat-13-tops.html,Development Boards
464,Raspberry Pi AI HAT+ (26 TOPS),$132.00,In stock,https://www.sparkfun.com/raspberry-pi-ai-hat-26-tops.html,Development Boards
465,pi-topCEED (Green),$99.95,Discontinued,https://www.sparkfun.com/pi-topceed-green.html,Development Boards
466,Pi Zero USB Stem,$4.95,In stock,https://www.sparkfun.com/pi-zero-usb-stem.html,Development Boards
467,Raspberry Pi A2-Class SD Card - 32GB,$12.00,In stock,https://www.sparkfun.com/raspberry-pi-a2-class-sd-card-32gb.html,Development Boards
468,Raspberry Pi A2-Class SD Card - 64GB,$18.00,Discontinued,https://www.sparkfun.com/raspberry-pi-a2-class-sd-card-64gb.html,Development Boards
469,Raspberry Pi Active Cooler,$15.00,In stock,https://www.sparkfun.com/raspberry-pi-active-cooler.html,Development Boards
470,Raspberry Pi RTC Battery,$7.10,In stock,https://www.sparkfun.com/raspberry-pi-rtc-battery.html,Development Boards
471,Raspberry Pi 27W USB-C PD Power Supply - White,$17.25,In stock,https://www.sparkfun.com/raspberry-pi-27w-usb-c-pd-power-supply-white.html,Development Boards
472,SparkFun Qwiic Starter Kit for Raspberry Pi,$61.50,In stock,https://www.sparkfun.com/sparkfun-qwiic-starter-kit-for-raspberry-pi.html,Development Boards
473,Raspberry Pi 27W USB-C PD Power Supply - Black,$17.25,In stock,https://www.sparkfun.com/raspberry-pi-27w-usb-c-pd-power-supply-black.html,Development Boards
474,Raspberry Pi USB 3.0 Hub,$18.60,In stock,https://www.sparkfun.com/raspberry-pi-usb-3-0-hub.html,Development Boards
475,Raspberry Pi SSD - 256GB,$46.50,Out of stock,https://www.sparkfun.com/raspberry-pi-ssd-256gb.html,Development Boards
476,Kitronik Discovery Kit for Raspberry Pi Pico (Pico Not Included),$15.95,Discontinued,https://www.sparkfun.com/kitronik-discovery-kit-for-raspberry-pi-pico-pico-not-included.html,Development Boards
477,IPS Touch Display with Speakers for Raspberry Pi - 10.1 Inch,$119.95,Discontinued,https://www.sparkfun.com/ips-touch-display-with-speakers-for-raspberry-pi-10-1-inch.html,Development Boards
478,SparkFun Arduino UNO R4 WiFi Qwiic Kit,$104.95,Discontinued,https://www.sparkfun.com/sparkfun-arduino-uno-r4-wifi-qwiic-kit.html,Development Boards
479,Official Raspberry Pi 3A+ Case - Red/White,$5.25,In stock,https://www.sparkfun.com/official-raspberry-pi-3a-case-red-white.html,Development Boards
480,micro:bit Battery Box with Switch,$3.95,In stock,https://www.sparkfun.com/micro-bit-battery-box-with-switch.html,Development Boards
481,micro:bit Battery Box,$3.75,In stock,https://www.sparkfun.com/micro-bit-battery-box.html,Development Boards
482,micro:bit USB Cable 300mm - Black,$3.75,In stock,https://www.sparkfun.com/micro-bit-usb-cable-300mm-black.html,Development Boards
483,micro:bit USB Cable 300mm - Green,$3.75,In stock,https://www.sparkfun.com/micro-bit-usb-cable-300mm-green.html,Development Boards
484,Gravity: Huskylens AI Vision Sensor,$34.95,In stock,https://www.sparkfun.com/gravity-huskylens-ai-vision-sensor.html,Development Boards
485,Gravity: Huskylens AI Vision Sensor with Qwiic Cable,$35.95,In stock,https://www.sparkfun.com/gravity-huskylens-ai-vision-sensor-with-qwiic-cable-kit.html,Development Boards
486,"micro:bit Edge Connector - PTH, Right Angle (80-pin)",$2.95,In stock,https://www.sparkfun.com/micro-bit-edge-connector-pth-right-angle-80-pin.html,Development Boards
487,Person Sensor by Useful Sensors,$9.95,Discontinued,https://www.sparkfun.com/person-sensor-by-useful-sensors.html,Development Boards
488,NVIDIA Jetson Nano 2GB Developer Kit (without Wireless Adaptor),$54.00,Discontinued,https://www.sparkfun.com/nvidia-jetson-nano-2gb-developer-kit-without-wireless-adaptor-dev-17283.html,Development Boards
489,Raspberry Pi High Quality Camera M12 Mount,$63.75,In stock,https://www.sparkfun.com/raspberry-pi-high-quality-camera-m12-mount.html,Development Boards
490,ArduCam 64MP Autofocus Camera Module,$109.95,In stock,https://www.sparkfun.com/arducam-64mp-autofocus-camera-module.html,Development Boards
491,"USB-C Wall Adapter - 5.1V, 3A (Black)",$4.25,In stock,https://www.sparkfun.com/usb-c-wall-adapter-5-1v-3a-black.html,Development Boards
492,SparkFun GNSS Flex pHAT - mosaic-X5,$649.95,In stock,https://www.sparkfun.com/sparkfun-gnss-flex-phat-mosaic-x5.html,Development Boards
493,"Shrouded GPIO Header (PTH, 0.1in., 2x13-Pin)",$0.24,In stock,https://www.sparkfun.com/shrouded-gpio-header-pth-0-1in-2x13-pin.html,Development Boards
494,Arducam Camera Module V3 with Autofocus,$46.95,In stock,https://www.sparkfun.com/arducam-camera-module-v3-with-autofocus.html,Development Boards
495,SparkFun GNSS Flex pHAT - LG290P,$174.95,In stock,https://www.sparkfun.com/sparkfun-gnss-flex-phat-lg290p.html,Development Boards
496,Raspberry Pi Pico Header Kit,$1.50,In stock,https://www.sparkfun.com/raspberry-pi-pico-header-kit.html,Development Boards
497,Raspberry Pi HQ Camera Lens - 6mm Wide Angle,$65.00,Out of stock,https://www.sparkfun.com/raspberry-pi-hq-camera-lens-6mm-wide-angle.html,Development Boards
498,SparkFun Tinker Kit,$55.50,In stock,https://www.sparkfun.com/sparkfun-tinker-kit.html,Development Boards
499,"Extended GPIO Header - Female (PTH, 0.1in., 2x20-Pin, 13.5mm/9.80mm)",$3.25,In stock,https://www.sparkfun.com/extended-gpio-header-female-pth-0-1in-2x20-pin-13-5mm-9-80mm.html,Development Boards
500,Raspberry Pi HQ Camera Lens - 16mm Telephoto,$125.00,In stock,https://www.sparkfun.com/raspberry-pi-hq-camera-lens-16mm-telephoto.html,Development Boards
501,"Extended GPIO Header - Female (PTH, 0.1in., 2x20-Pin, 16mm/7.30mm)",$3.25,In stock,https://www.sparkfun.com/extended-gpio-header-female-pth-0-1in-2x20-pin-16mm-7-30mm.html,Development Boards
502,Raspberry Pi HQ Camera Module,$63.75,In stock,https://www.sparkfun.com/raspberry-pi-hq-camera-module.html,Development Boards
503,Raspberry Pi Camera Module V2,$48.00,In stock,https://www.sparkfun.com/raspberry-pi-camera-module-v2.html,Development Boards
504,SparkFun FT231X Breakout Kit,$17.50,Discontinued,https://www.sparkfun.com/sparkfun-ft231x-breakout-kit.html,Development Boards
505,"GPIO Header - Male (PTH, 0.1in., 2x20-Pin)",$1.10,In stock,https://www.sparkfun.com/gpio-header-male-pth-0-1in-2x20-pin.html,Development Boards
506,"Insulated GPIO Header - Female (PTH, 0.1in., 2x20-Pin)",$3.50,In stock,https://www.sparkfun.com/insulated-gpio-header-female-pth-0-1in-2x20-pin.html,Development Boards
507,"Shrouded GPIO Header (PTH, 0.1in., 2x20-Pin)",$1.05,In stock,https://www.sparkfun.com/shrouded-gpio-header-pth-0-1in-2x20-pin.html,Development Boards
508,Raspberry Pi 12.5W Micro-USB Power Adapter (US),$11.30,In stock,https://www.sparkfun.com/raspberry-pi-12-5w-micro-usb-power-adapter-us.html,Development Boards
509,Raspberry Pi Build HAT Power Supply - 48W,$21.35,In stock,https://www.sparkfun.com/raspberry-pi-build-hat-power-supply-48w.html,Development Boards
510,"Raspberry Pi Wall Adapter Power Supply - 5.1VDC, 3.0A, 15.3W (USB-C)",$16.00,In stock,https://www.sparkfun.com/raspberry-pi-wall-adapter-power-supply-5-1vdc-3-0a-15-3w-usb-c.html,Development Boards
511,Raspberry Pi Official HDMI Cable (1m),$9.00,In stock,https://www.sparkfun.com/raspberry-pi-official-hdmi-cable-1m.html,Development Boards
512,Raspberry Pi Official Micro HDMI to HDMI-A Cable (2m),$14.00,In stock,https://www.sparkfun.com/raspberry-pi-official-micro-hdmi-to-hdmi-a-cable-2m.html,Development Boards
513,Raspberry Pi Official Micro HDMI to HDMI-A Cable (1m),$11.00,In stock,https://www.sparkfun.com/raspberry-pi-official-micro-hdmi-to-hdmi-a-cable-1m.html,Development Boards
514,Micro HDMI Cable - 3ft,$8.95,In stock,https://www.sparkfun.com/micro-hdmi-cable-3ft.html,Development Boards
515,Macchina OBD-II Extender Cable,$47.95,In stock,https://www.sparkfun.com/macchina-obd-ii-extender-cable.html,Development Boards
516,Mini HDMI Cable - 3ft,$6.75,In stock,https://www.sparkfun.com/mini-hdmi-cable-3ft.html,Development Boards
517,Espressif Module Prog 1 - ESP32 WROOM Module Programmer,$17.00,In stock,https://www.sparkfun.com/espressif-module-prog-1-esp32-wroom-module-programmer.html,Development Boards
518,Real Time Clock Module (RV-1805-C3),$5.50,In stock,https://www.sparkfun.com/real-time-clock-module-rv-1805-c3.html,Development Boards
519,Raspberry Pi Zero Camera Cable,$9.00,In stock,https://www.sparkfun.com/raspberry-pi-zero-camera-cable.html,Development Boards
520,"Raspberry Pi GPIO Ribbon Cable - 40-pin, 6"" (RPi 3, RPi2, B+)",$4.00,In stock,https://www.sparkfun.com/raspberry-pi-gpio-ribbon-cable-40-pin-6-rpi-3-rpi2-b.html,Development Boards
521,Pi Zero Micro-B to USB A socket - 5in,$3.95,In stock,https://www.sparkfun.com/pi-zero-micro-usb-to-usb-a-socket-5in.html,Development Boards
522,Wall Adapter Power Supply - 5.1V DC 2.5A (USB Micro-B),$13.95,In stock,https://www.sparkfun.com/wall-adapter-power-supply-5-1v-dc-2-5a-usb-micro-b.html,Development Boards
523,AVR Programming Cable,$2.25,In stock,https://www.sparkfun.com/avr-programming-cable.html,Development Boards
524,Arduino Nano Stackable Header Set,$2.50,In stock,https://www.sparkfun.com/arduino-nano-stackable-header-set.html,Development Boards
525,SparkFun Raspberry Pi 4 Desktop Kit - 8GB,$192.95,Discontinued,https://www.sparkfun.com/sparkfun-raspberry-pi-4-desktop-kit-8gb.html,Development Boards
526,Feather Stackable Header Set,$2.25,In stock,https://www.sparkfun.com/feather-stackable-header-set.html,Development Boards
527,SparkFun Qwiic SHIM for Raspberry Pi,$1.95,In stock,https://www.sparkfun.com/sparkfun-qwiic-shim-for-raspberry-pi.html,Development Boards
528,Arduino Stackable Header Kit - R3,$2.75,In stock,https://www.sparkfun.com/arduino-stackable-header-kit-r3.html,Development Boards
529,Argon ONE Raspberry Pi 4 Case,$26.95,Discontinued,https://www.sparkfun.com/argon-one-raspberry-pi-4-case.html,Development Boards
530,"IBM TJBot, a Watson Maker Kit",$125.00,Discontinued,https://www.sparkfun.com/ibm-tjbot-a-watson-maker-kit.html,Development Boards
531,"Stackable Header - Female (PTH, 0.1in., 10-Pin)",$0.95,In stock,https://www.sparkfun.com/stackable-header-female-pth-0-1in-10-pin.html,Development Boards
532,Arduino and Breadboard Holder,$6.50,In stock,https://www.sparkfun.com/arduino-and-breadboard-holder.html,Development Boards
533,"JST-SH Jumper 8 Wire Assembly - 8""",$1.05,In stock,https://www.sparkfun.com/mega-pro-mini-cable-8-8-wire.html,Development Boards
534,Arduino Stackable Header Kit,$2.50,In stock,https://www.sparkfun.com/arduino-stackable-header-kit.html,Development Boards
535,Pi Tin for the Raspberry Pi - Clear,$8.95,Discontinued,https://www.sparkfun.com/pi-tin-for-the-raspberry-pi-clear.html,Development Boards
536,OpenMV Cam RT1062,$120.00,In stock,https://www.sparkfun.com/openmv-cam-rt1062.html,Development Boards
537,SparkFun Pulsed Coherent Radar Sensor - Acconeer XM125 (Qwiic),$49.95,In stock,https://www.sparkfun.com/sparkfun-pulsed-coherent-radar-sensor-acconeer-xm125-qwiic.html,Development Boards
538,FTDI Cable 5V,$25.95,In stock,https://www.sparkfun.com/ftdi-cable-5v.html,Development Boards
539,FTDI Cable 5V VCC-3.3V I/O,$25.95,In stock,https://www.sparkfun.com/ftdi-cable-5v-vcc-3-3v-i-o.html,Development Boards
540,Raspberry Pi Zero W,$16.50,In stock,https://www.sparkfun.com/raspberry-pi-zero-w.html,Development Boards
541,SparkFun RS232 Shifter - SMD,$17.50,In stock,https://www.sparkfun.com/sparkfun-rs232-shifter-smd.html,Development Boards
542,Official Raspberry Pi 4 Case - Black/Gray,$5.50,In stock,https://www.sparkfun.com/official-raspberry-pi-4-case-black-gray.html,Development Boards
543,Argon NEO Raspberry Pi 4 Case,$17.50,In stock,https://www.sparkfun.com/argon-neo-raspberry-pi-4-case.html,Development Boards
544,SparkFun Pulsed Radar Breakout - A111,$60.95,In stock,https://www.sparkfun.com/sparkfun-pulsed-radar-breakout-a111.html,Development Boards
545,"Stackable Header - Female (PTH, 0.1in., 6-Pin)",$0.80,In stock,https://www.sparkfun.com/stackable-header-female-pth-0-1in-6-pin.html,Development Boards
546,"Stackable Header - Female (PTH, 0.1in., 8-Pin)",$0.95,In stock,https://www.sparkfun.com/stackable-header-female-pth-0-1in-8-pin.html,Development Boards
547,Aluminum Heatsink Case for Raspberry Pi 4 - Obsidian Black,$45.00,In stock,https://www.sparkfun.com/aluminum-heatsink-case-for-raspberry-pi-4-obsidian-black.html,Development Boards
548,Raspberry Pi 3 B+ Baseplate,$4.00,In stock,https://www.sparkfun.com/raspberry-pi-3-b-baseplate.html,Development Boards
549,Raspberry Pi Zero Case,$6.50,In stock,https://www.sparkfun.com/raspberry-pi-zero-case.html,Development Boards
550,SparkFun Inventor's Kit for MicroPython,$124.95,In stock,https://www.sparkfun.com/sparkfun-inventors-kit-for-micropython.html,Development Boards
551,Pi Tin for the Raspberry Pi - Black,$2.95,In stock,https://www.sparkfun.com/pi-tin-for-the-raspberry-pi-black.html,Development Boards
552,USB to TTL Serial Cable,$18.95,In stock,https://www.sparkfun.com/usb-to-ttl-serial-cable.html,Development Boards
553,SparkFun MicroMod Machine Learning Carrier Board,$22.95,In stock,https://www.sparkfun.com/sparkfun-micromod-machine-learning-carrier-board.html,Development Boards
554,Multimedia Wireless Keyboard,$23.50,In stock,https://www.sparkfun.com/multimedia-wireless-keyboard.html,Development Boards
555,Alchitry Hd V2,$29.99,In stock,https://www.sparkfun.com/alchitry-hd-v2.html,Development Boards
556,Logitech K400 Plus Wireless Touch Keyboard,$42.95,In stock,https://www.sparkfun.com/logitech-k400-plus-wireless-touch-keyboard.html,Development Boards
557,Breadboard - Self-Adhesive (White),$6.25,In stock,https://www.sparkfun.com/breadboard-self-adhesive-white.html,Development Boards
558,SparkFun Solder-able Breadboard,$6.95,In stock,https://www.sparkfun.com/sparkfun-solder-able-breadboard.html,Development Boards
559,"ProtoBoard - Square 1"" Single Sided",$2.95,In stock,https://www.sparkfun.com/protoboard-square-1-single-sided.html,Development Boards
560,Breadboard - Giant,$29.95,In stock,https://www.sparkfun.com/breadboard-giant.html,Development Boards
561,SparkFun Solder-able Breadboard - Mini,$4.25,In stock,https://www.sparkfun.com/sparkfun-solder-able-breadboard-mini.html,Development Boards
562,Breadboard - Full-Size (Bare),$7.75,In stock,https://www.sparkfun.com/breadboard-full-size-bare.html,Development Boards
563,SparkFun Solder-able Breadboard - Large,$12.95,In stock,https://www.sparkfun.com/sparkfun-solder-able-breadboard-large.html,Development Boards
564,SparkFun Portability Shield,$46.76,In stock,https://www.sparkfun.com/sparkfun-portability-shield.html,Development Boards
565,Breadboard - Mini Modular (Black),$4.60,In stock,https://www.sparkfun.com/breadboard-mini-modular-black.html,Development Boards
566,SparkFun Snappable Protoboard,$13.50,In stock,https://www.sparkfun.com/sparkfun-snappable-protoboard.html,Development Boards
567,Binho Nova Multi-Protocol USB Host Adapter,$229.00,Discontinued,https://www.sparkfun.com/binho-nova-multi-protocol-usb-host-adapter.html,Development Boards
568,ProtoBoard - Wombat (PTH),$7.25,In stock,https://www.sparkfun.com/protoboard-wombat-pth.html,Development Boards
569,Breadboard - Mini Modular (Green),$4.50,In stock,https://www.sparkfun.com/breadboard-mini-modular-green.html,Development Boards
570,Breadboard - Mini Modular (Blue),$4.60,In stock,https://www.sparkfun.com/breadboard-mini-modular-blue.html,Development Boards
571,SparkFun Inventor's Kit - v4.1.2,$99.95,In stock,https://www.sparkfun.com/sparkfun-inventor-s-kit-v4-1-2.html,Development Boards
572,Breadboard - Mini Modular (Red),$1.25,In stock,https://www.sparkfun.com/breadboard-mini-modular-red.html,Development Boards
573,"ProtoBoard - Square 2""",$5.75,In stock,https://www.sparkfun.com/protoboard-square-2.html,Development Boards
574,Breadboard - Mini Modular (White),$5.25,In stock,https://www.sparkfun.com/breadboard-mini-modular-white.html,Development Boards
575,Breadboard - Translucent Self-Adhesive (Red),$5.50,In stock,https://www.sparkfun.com/breadboard-translucent-self-adhesive-red.html,Development Boards
576,Breadboard - Translucent Self-Adhesive (Clear),$6.95,In stock,https://www.sparkfun.com/breadboard-translucent-self-adhesive-clear.html,Development Boards
577,Breadboard - Classic,$16.95,Backorder,https://www.sparkfun.com/breadboard-classic.html,Development Boards
578,SparkFun MicroMod DIY Carrier Kit (5 pack),$8.25,In stock,https://www.sparkfun.com/sparkfun-micromod-diy-carrier-kit-5-pack.html,Development Boards
579,USB to TTL Serial Cable (5V VCC),$13.50,In stock,https://www.sparkfun.com/usb-to-ttl-serial-cable-5v-vcc.html,Development Boards
580,SparkFun MicroMod Single Pair Ethernet Kit,$89.95,Discontinued,https://www.sparkfun.com/sparkfun-micromod-single-pair-ethernet-kit-kit-24804.html,Development Boards
581,SparkFun Environmental Combo Breakout - ENS160/BME280 (Qwiic),$39.95,In stock,https://www.sparkfun.com/sparkfun-environmental-combo-breakout-ens160-bme280-qwiic.html,Sensors
582,"SparkFun Indoor Air Quality Combo Sensor - SCD41, SEN55 (Qwiic)",$184.95,In stock,https://www.sparkfun.com/sparkfun-indoor-air-quality-combo-sensor-scd41-sen55-qwiic.html,Sensors
583,SparkFun Tristimulus Color Sensor - OPT4048DTSR (Qwiic),$13.50,In stock,https://www.sparkfun.com/sparkfun-tristimulus-color-sensor-opt4048dtsr-qwiic.html,Sensors
584,SparkFun Optical Tracking Odometry Sensor - PAA5160E1 (Qwiic),$84.95,In stock,https://www.sparkfun.com/sparkfun-optical-tracking-odometry-sensor-paa5160e1-qwiic.html,Sensors
585,MyoWare 2.0 Muscle Sensor,$43.50,Discontinued,https://www.sparkfun.com/myoware-2-0-muscle-sensor.html,Sensors
586,SparkFun Sensor Kit,$167.50,In stock,https://www.sparkfun.com/sparkfun-sensor-kit.html,Sensors
587,MyoWare 2.0 Muscle Sensor Basic Kit,$77.50,Discontinued,https://www.sparkfun.com/myoware-2-0-muscle-sensor-basic-kit.html,Sensors
588,MyoWare 2.0 Muscle Sensor Development Kit,$154.95,Discontinued,https://www.sparkfun.com/myoware-2-0-muscle-sensor-development-kit.html,Sensors
589,SparkFun Human Presence and Motion Sensor - STHS34PF80 (Qwiic),$16.95,In stock,https://www.sparkfun.com/sparkfun-human-presence-and-motion-sensor-sths34pf80-qwiic.html,Sensors
590,SparkFun 9DoF IMU Breakout - ICM-20948 (Qwiic),$21.95,Backorder,https://www.sparkfun.com/sparkfun-9dof-imu-breakout-icm-20948-qwiic.html,Sensors
591,SparkFun Pulse Oximeter and Heart Rate Sensor - MAX30101 & MAX32664 (Qwiic),$48.95,In stock,https://www.sparkfun.com/sparkfun-pulse-oximeter-and-heart-rate-sensor-max30101-max32664-qwiic.html,Sensors
592,SparkFun Mini Spectral UV Sensor - AS7331 (Qwiic),$32.95,In stock,https://www.sparkfun.com/sparkfun-mini-spectral-uv-sensor-as7331-qwiic.html,Sensors
593,SparkFun Soil Moisture Sensor,$6.55,In stock,https://www.sparkfun.com/sparkfun-soil-moisture-sensor.html,Sensors
594,SparkFun Soil Moisture Sensor (with Screw Terminals),$7.95,In stock,https://www.sparkfun.com/sparkfun-soil-moisture-sensor-with-screw-terminals.html,Sensors
595,SparkFun Qwiic Soil Moisture Sensor,$19.95,Discontinued,https://www.sparkfun.com/sparkfun-qwiic-soil-moisture-sensor.html,Sensors
596,SparkFun Essential Sensor Kit V2,$36.95,Discontinued,https://www.sparkfun.com/sparkfun-essential-sensor-kit-v2.html,Sensors
597,SparkFun OpenLog Data Collector with Machinechat - Air Quality Monitoring,$109.95,In stock,https://www.sparkfun.com/sparkfun-openlog-data-collector-with-machinechat-air-quality-monitoring.html,Sensors
598,SparkFun OpenLog Data Collector with Machinechat - Environmental Monitoring,$104.95,In stock,https://www.sparkfun.com/sparkfun-openlog-data-collector-with-machinechat-environmental-monitoring.html,Sensors
599,Weather Meter Kit,$79.95,In stock,https://www.sparkfun.com/weather-meter-kit.html,Sensors
600,SparkFun Power Meter - ACS37800 (Qwiic),$19.95,In stock,https://www.sparkfun.com/sparkfun-power-meter-acs37800-qwiic.html,Sensors
601,SparkFun Digital Compass - HMC6343 (Qwiic),$129.95,In stock,https://www.sparkfun.com/sparkfun-digital-compass-hmc6343-qwiic.html,Sensors
602,"SparkFun Micro Proximity Sensor - 20cm, VCNL4040 (Qwiic)",$5.50,In stock,https://www.sparkfun.com/sparkfun-micro-proximity-sensor-20cm-vcnl4040-qwiic.html,Sensors
603,SparkFun Red Vision Kit for RedBoard,$109.95,In stock,https://www.sparkfun.com/sparkfun-red-vision-kit-for-redboard.html,Sensors
604,SparkFun Fingerprint Sensor - FPC2534 (Qwiic),$59.95,In stock,https://www.sparkfun.com/sparkfun-fingerprint-sensor-fpc2534-qwiic.html,Sensors
